ts,open,high,low,close,volume
1622358000000,35756.9,35940.7,35627.8,35644.9,67122.0
1622358900000,35644.9,35740.0,35574.1,35667.6,47991.0
1622359800000,35667.6,36187.1,35667.6,36092.7,74638.0
1622360700000,36093.6,36119.1,35885.9,35975.8,37026.0
1622361600000,35973.9,36199.0,35729.4,35820.0,61001.0
1622362500000,35814.8,35874.9,35547.8,35621.2,43176.0
1622363400000,35621.2,35800.0,35621.2,35770.6,30154.0
1622364300000,35765.2,35862.9,35574.5,35669.9,31069.0
1622365200000,35676.4,35938.3,35676.4,35844.6,25077.0
1622366100000,35843.4,35946.0,35776.4,35880.0,17637.0
1622367000000,35879.9,35879.9,35692.5,35860.0,25501.0
1622367900000,35859.9,36018.6,35824.9,35840.4,37633.0
1622368800000,35840.4,35998.0,35632.9,35683.1,47028.0
1622369700000,35670.3,35924.8,35666.1,35900.0,42852.0
1622370600000,35895.9,35950.0,35782.6,35883.0,27326.0
1622371500000,35883.0,35891.8,35696.4,35708.5,20396.0
1622372400000,35702.9,35903.7,35702.9,35820.0,19086.0
1622373300000,35820.0,35907.3,35766.1,35777.5,15613.0
1622374200000,35777.5,36179.7,35777.5,36026.6,51043.0
1622375100000,36035.5,36448.0,35959.0,36363.9,113362.0
1622376000000,36363.9,36515.5,35984.7,36078.0,95625.0
1622376900000,36078.0,36078.0,35832.6,35997.0,36630.0
1622377800000,35996.9,36050.0,35682.2,35695.2,37685.0
1622378700000,35695.2,35775.8,35282.6,35542.0,107886.0
1622379600000,35540.0,35724.7,35411.6,35682.4,48905.0
1622380500000,35682.4,35820.0,35590.1,35672.1,25106.0
1622381400000,35670.1,35746.5,35480.7,35543.1,21956.0
1622382300000,35539.4,35730.6,35539.4,35690.1,15478.0
1622383200000,35690.1,35732.6,35521.1,35614.5,24297.0
1622384100000,35614.5,35647.3,35144.9,35264.7,55436.0
1622385000000,35264.8,35510.0,35170.0,35440.7,43119.0
1622385900000,35440.7,35499.9,35297.2,35365.9,35159.0
1622386800000,35364.8,35688.3,35330.2,35383.1,58110.0
1622387700000,35380.1,35449.9,35224.1,35356.4,28563.0
1622388600000,35365.2,35511.4,35265.8,35439.7,24330.0
1622389500000,35429.6,35572.9,35405.0,35490.0,14945.0
1622390400000,35486.9,35557.1,35317.8,35518.2,28776.0
1622391300000,35518.2,36033.6,35428.3,35853.2,106977.0
1622392200000,35853.2,35853.3,35616.0,35700.6,49029.0
1622393100000,35700.6,35758.3,35597.2,35729.5,21574.0
1622394000000,35731.5,35846.7,35700.6,35812.6,20701.0
1622394900000,35806.1,35998.2,35806.1,35941.9,46132.0
1622395800000,35938.0,35947.2,35818.0,35900.4,12730.0
1622396700000,35896.6,36013.6,35780.7,35824.2,24784.0
1622397600000,35820.9,35997.9,35820.9,35945.1,18108.0
1622398500000,35934.4,36188.0,35934.4,36100.6,27602.0
1622399400000,36100.6,36269.6,36060.7,36148.1,26915.0
1622400300000,36148.1,36186.1,36080.0,36125.9,13143.0
1622401200000,36125.9,36274.7,36105.9,36220.0,11742.0
1622402100000,36210.1,36220.0,36026.4,36195.6,12053.0
1622403000000,36199.9,36215.6,36040.0,36179.2,13565.0
1622403900000,36170.0,36177.7,36064.2,36085.0,9061.0
1622404800000,36089.9,36176.0,35906.9,36160.0,26851.0
1622405700000,36159.9,36332.4,36159.8,36283.0,35929.0
1622406600000,36292.1,36321.3,36049.1,36080.6,14752.0
1622407500000,36080.1,36247.9,36020.0,36060.0,13430.0
1622408400000,36060.0,36080.0,35970.2,35995.4,16227.0
1622409300000,35995.5,36053.3,35845.8,35990.4,19159.0
1622410200000,35990.4,36217.9,35946.8,36198.0,13585.0
1622411100000,36198.0,36198.0,35942.9,35952.8,8449.0
1622412000000,35952.8,36049.9,35804.0,36020.0,12380.0
1622412900000,36016.6,36016.6,35890.7,35922.1,3165.0
1622413800000,35922.1,35922.2,35678.9,35763.2,21489.0
1622414700000,35763.6,35830.3,35691.3,35740.0,7592.0
1622415600000,35747.9,35824.9,35543.4,35553.9,35977.0
1622416500000,35556.8,35670.0,35501.3,35554.6,14371.0
1622417400000,35554.6,35699.9,35553.4,35650.0,11672.0
1622418300000,35655.5,35746.7,35571.0,35652.6,12697.0
1622419200000,35652.6,36018.6,35386.9,35796.4,91285.0
1622420100000,35796.4,35809.2,35271.1,35438.7,52230.0
1622421000000,35438.6,35438.6,35227.4,35296.3,42140.0
1622421900000,35300.0,35430.0,35300.0,35325.0,16686.0
1622422800000,35329.0,35447.6,35240.7,35285.3,21201.0
1622423700000,35289.8,35289.8,35032.0,35211.4,47010.0
1622424600000,35211.4,35211.4,34761.0,34869.9,76377.0
1622425500000,34868.0,34960.6,34770.0,34815.9,28357.0
1622426400000,34827.2,34907.3,34626.1,34679.8,55735.0
1622427300000,34679.7,34788.1,34552.6,34710.1,38463.0
1622428200000,34710.1,34877.0,34660.0,34776.6,31342.0
1622429100000,34770.1,34950.0,34725.4,34733.2,37476.0
1622430000000,34734.2,34734.2,34254.7,34426.0,60465.0
1622430900000,34426.0,34746.6,34393.4,34722.0,34311.0
1622431800000,34721.9,34721.9,34408.9,34438.2,35660.0
1622432700000,34438.3,34546.0,34343.1,34503.7,31303.0
1622433600000,34495.1,34674.1,34288.0,34300.0,42080.0
1622434500000,34300.0,34412.7,34194.0,34234.9,45085.0
1622435400000,34227.8,34479.9,34160.0,34429.9,33668.0
1622436300000,34424.6,34501.2,34336.0,34459.6,23613.0
1622437200000,34461.1,34473.0,34190.1,34299.0,35764.0
1622438100000,34304.1,34685.0,34291.1,34616.2,35402.0
1622439000000,34616.2,34680.6,34491.1,34510.5,28776.0
1622439900000,34519.6,34534.0,34343.4,34443.3,27972.0
1622440800000,34445.6,34788.6,34434.0,34690.1,37119.0
1622441700000,34695.2,34947.6,34620.1,34837.4,61726.0
1622442600000,34839.2,34960.0,34720.1,34835.8,32453.0
1622443500000,34834.6,35122.3,34769.4,35037.9,36342.0
1622444400000,35037.9,35442.9,34974.5,35358.4,99717.0
1622445300000,35361.9,35820.0,35291.6,35749.9,109480.0
1622446200000,35745.6,35976.9,35551.4,35825.2,87319.0
1622447100000,35825.2,35938.0,35732.7,35874.1,65533.0
1622448000000,35874.1,35887.0,35584.1,35689.0,45391.0
1622448900000,35688.0,36138.0,35666.0,35985.2,67683.0
1622449800000,35985.2,36228.9,35985.1,36110.9,58371.0
1622450700000,36113.3,36169.9,36010.2,36121.0,25722.0
1622451600000,36121.0,36263.0,36030.0,36153.7,53827.0
1622452500000,36153.8,36234.7,36081.4,36176.4,32077.0
1622453400000,36181.5,36399.7,36084.0,36121.1,57157.0
1622454300000,36123.0,36217.2,35875.6,35938.0,79296.0
1622455200000,35938.0,36792.3,35937.9,36740.2,171580.0
1622456100000,36740.0,36873.7,36658.7,36753.6,63110.0
1622457000000,36762.5,36934.6,36580.0,36913.6,50951.0
1622457900000,36894.4,37036.0,36803.6,36874.7,55003.0
1622458800000,36879.9,37020.3,36758.6,36932.0,44197.0
1622459700000,36932.0,37029.9,36842.1,36987.3,48636.0
1622460600000,36987.3,37199.9,36853.7,36871.8,77888.0
1622461500000,36875.7,37010.0,36733.8,36829.9,62631.0
1622462400000,36824.0,37288.0,36812.9,37161.7,64509.0
1622463300000,37172.3,37175.3,36900.0,36964.0,32254.0
1622464200000,36959.9,36999.0,36595.1,36650.0,56732.0
1622465100000,36650.0,36860.0,36649.9,36775.6,37545.0
1622466000000,36775.6,36877.3,36600.0,36834.2,47715.0
1622466900000,36824.1,37050.0,36824.1,36977.7,43758.0
1622467800000,36976.1,37027.7,36520.0,36659.7,62964.0
1622468700000,36649.2,36982.9,36504.6,36723.2,90338.0
1622469600000,36721.5,36800.0,36385.5,36417.2,66866.0
1622470500000,36405.4,36560.0,36328.1,36432.9,32902.0
1622471400000,36432.9,36560.5,36427.3,36473.3,29273.0
1622472300000,36467.1,36744.8,36467.0,36597.8,31015.0
1622473200000,36612.6,36866.2,36573.4,36826.0,38393.0
1622474100000,36819.1,37144.3,36786.5,36934.0,66364.0
1622475000000,36945.6,37111.8,36806.0,36917.5,44581.0
1622475900000,36917.5,36999.7,36720.0,36960.1,41295.0
1622476800000,36960.0,37171.9,36839.3,37127.7,71436.0
1622477700000,37130.8,37466.6,37060.5,37153.8,145689.0
1622478600000,37153.5,37269.0,36938.7,37062.0,57777.0
1622479500000,37054.7,37237.8,36982.2,37109.4,59688.0
1622480400000,37109.4,37158.7,36824.6,37009.0,73534.0
1622481300000,37008.9,37016.8,36773.3,36862.9,36908.0
1622482200000,36862.9,36911.0,36673.1,36789.7,29395.0
1622483100000,36789.6,36948.9,36717.4,36932.2,19045.0
1622484000000,36932.2,36944.7,36746.4,36757.0,16388.0
1622484900000,36756.9,36869.0,36686.8,36763.1,21190.0
1622485800000,36763.1,36794.9,36641.0,36684.0,7711.0
1622486700000,36680.1,36719.9,36607.2,36698.6,8444.0
1622487600000,36698.6,36771.0,36644.2,36750.8,8233.0
1622488500000,36750.9,36779.8,36662.0,36699.9,6271.0
1622489400000,36707.4,36726.7,36526.5,36642.8,10232.0
1622490300000,36650.9,36863.7,36606.7,36860.0,8023.0
1622491200000,36864.5,36980.0,36775.3,36822.9,15353.0
1622492100000,36807.0,36841.8,36666.8,36783.5,4911.0
1622493000000,36783.5,36808.0,36578.9,36604.7,7637.0
1622493900000,36613.8,36726.0,36605.7,36678.6,16429.0
1622494800000,36684.7,36841.5,36675.8,36829.4,4757.0
1622495700000,36829.4,36875.7,36719.5,36779.9,6495.0
1622496600000,36779.9,36828.7,36636.5,36796.9,6498.0
1622497500000,36796.9,37098.8,36672.3,36925.0,20253.0
1622498400000,36924.9,37298.5,36868.9,37193.6,39383.0
1622499300000,37194.8,37213.2,37100.0,37103.5,13532.0
1622500200000,37100.1,37146.7,36889.7,36924.8,16394.0
1622501100000,36924.8,37005.9,36847.1,36891.8,7637.0
1622502000000,36891.8,37064.2,36820.0,37036.6,16068.0
1622502900000,37036.6,37349.9,36989.6,37317.1,30973.0
1622503800000,37325.6,37520.0,37243.5,37391.5,46570.0
1622504700000,37391.4,37400.6,37250.2,37253.3,28986.0
1622505600000,37253.3,37688.0,37125.0,37525.3,78183.0
1622506500000,37525.3,37742.5,37458.3,37725.8,36671.0
